snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
10,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,1,LABEL: 1
11,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
12,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
13,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
14,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
15,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
16,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
17,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
18,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
19,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
20,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
21,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
22,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,1,LABEL: 1
23,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,1,LABEL: 1
24,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
25,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
26,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,1,LABEL: 1
27,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,1,LABEL: 1
28,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
29,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
30,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
31,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
32,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
33,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
34,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
35,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
36,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,1,LABEL: 1
37,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
38,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
39,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,1,LABEL: 1
40,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
41,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
42,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
43,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
44,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
45,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
46,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,0,0,LABEL: 0
47,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
48,1,15,1,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,NonBinary|Latino|WhiteIrish|Austrian|FrenchCulture|KoreanLang|MiddleAged|Nitpicky|CodeOwner|ReadableCode|Intern|Backend|Performance|MergeApproved|FrontendUIModule,NonBinary,Latino,WhiteIrish,Austrian,FrenchCulture,KoreanLang,MiddleAged,Nitpicky,CodeOwner,ReadableCode,Intern,Backend,Performance,MergeApproved,FrontendUIModule,1,0,LABEL: 0
